SCIENTIFIC NAME	OBSERVATION COUNT	LATITUDE	LONGITUDE	OBSERVATION DATE
Turdus flavipes	1	-25.312205300000002	-48.9730554	2001-09-26
Turdus flavipes	1	-25.685625100000003	-54.4364866	2001-10-02
Turdus flavipes	1	-25.4344687	-49.2678708	2001-11-14
Turdus flavipes	1	-25.917291	-48.586220700000005	2002-11-12
Turdus flavipes	1	-25.296489	-48.327899	2003-01-13
Turdus flavipes	1	-25.385034100000002	-49.01546	2003-06-04
Turdus flavipes	1	-25.964526899999996	-48.6920929	2003-11-10
Turdus flavipes	1	-25.964526899999996	-48.6920929	2003-11-10
Turdus flavipes	1	-25.3458877	-48.888473499999996	2003-11-11
Turdus flavipes	1	-25.3458877	-48.888473499999996	2003-11-11
Turdus flavipes	1	-25.331142	-48.913786	2003-12-13
Turdus flavipes	1	-25.36344	-48.87579	2004-05-11
Turdus flavipes	3	-25.36344	-48.87579	2004-05-10
Turdus flavipes	1	-25.6424549	-54.4382858	2005-09-28
Turdus flavipes	1	-25.496577300000002	-48.9829463	2006-02-12
Turdus flavipes	2	-25.319816199999998	-48.9265748	2007-01-17
Turdus flavipes	1	-25.688	-54.444	2008-01-27
Turdus flavipes	1	-25.426273100000003	-49.3080032	2009-09-14
Turdus flavipes	1	-25.171126899999997	-48.2998157	2009-10-07
Turdus flavipes	1	-25.861744	-48.701319700000006	2009-11-21
Turdus flavipes	1	-25.3372268	-48.9135518	2009-11-20
Turdus flavipes	1	-25.490737699999997	-48.8232636	2012-09-20
Turdus flavipes	1	-24.570699100000002	-50.265626899999994	2012-10-10
Turdus flavipes	1	-25.756610000000002	-48.72463	2012-11-15
Turdus flavipes	1	-25.622102899999998	-49.174915999999996	2012-12-10
Turdus flavipes	1	-25.480671700000002	-48.8278998	2012-12-10
Turdus flavipes	1	-25.423838399999998	-48.8831949	2013-01-20
Turdus flavipes	1	-25.480671700000002	-48.8278998	2013-01-27
Turdus flavipes	1	-25.431241	-48.710011	2013-01-12
Turdus flavipes	1	-25.339606	-48.918240000000004	2013-03-09
Turdus flavipes	1	-25.420644600000003	-48.887171	2013-05-14
Turdus flavipes	1	-25.756610000000002	-48.72463	2013-10-17
Turdus flavipes	1	-25.5062705	-48.553519200000004	2013-11-20
Turdus flavipes	1	-25.861744	-48.701319700000006	2013-12-14
Turdus flavipes	20	-25.36344	-48.87579	2013-12-07
Turdus flavipes	1	-25.184068600000003	-48.2981086	2014-08-17
Turdus flavipes	1	-25.184068600000003	-48.2981086	2014-08-17
Turdus flavipes	1	-25.184068600000003	-48.2981086	2014-08-17
Turdus flavipes	1	-25.184068600000003	-48.2981086	2014-08-17
Turdus flavipes	1	-25.484409	-48.750093	2014-09-29
Turdus flavipes	1	-25.3153072	-48.708154	2014-09-26
Turdus flavipes	3	-25.171126899999997	-48.2998157	2014-10-19
Turdus flavipes	4	-25.171126899999997	-48.2998157	2014-10-19
Turdus flavipes	3	-25.171126899999997	-48.2998157	2014-10-19
Turdus flavipes	3	-25.171126899999997	-48.2998157	2014-10-19
Turdus flavipes	4	-25.171126899999997	-48.2998157	2014-10-18
Turdus flavipes	3	-25.171126899999997	-48.2998157	2014-10-18
Turdus flavipes	4	-25.171126899999997	-48.2998157	2014-10-18
Turdus flavipes	4	-25.171126899999997	-48.2998157	2014-10-19
Turdus flavipes	4	-25.171126899999997	-48.2998157	2014-10-19
Turdus flavipes	1	-25.5452778	-48.8958333	2014-10-20
Turdus flavipes	4	-25.171126899999997	-48.2998157	2014-10-18
Turdus flavipes	4	-25.171126899999997	-48.2998157	2014-10-18
Turdus flavipes	3	-25.171126899999997	-48.2998157	2014-10-19
Turdus flavipes	4	-25.171126899999997	-48.2998157	2014-10-18
Turdus flavipes	3	-25.171126899999997	-48.2998157	2014-10-19
Turdus flavipes	1	-25.483363100000002	-48.7918067	2014-11-16
Turdus flavipes	1	-25.171126899999997	-48.2998157	2014-11-28
Turdus flavipes	1	-25.756610000000002	-48.72463	2015-03-13
Turdus flavipes	1	-25.3372268	-48.9135518	2015-03-01
Turdus flavipes	1	-25.525225	-49.222599	2015-05-09
Turdus flavipes	6	-25.464498000000003	-48.850631	2015-05-09
Turdus flavipes	2	-25.4625579	-48.2294011	2015-08-30
Turdus flavipes	1	-25.171126899999997	-48.2998157	2015-09-27
Turdus flavipes	1	-25.480671700000002	-48.8278998	2015-09-13
Turdus flavipes	15	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	19	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	19	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	15	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	19	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	1	-25.171126899999997	-48.2998157	2015-09-27
Turdus flavipes	19	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	1	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	1	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	1	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	18	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	16	-25.171126899999997	-48.2998157	2015-09-26
Turdus flavipes	19	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	19	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	18	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	15	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	18	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	18	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	18	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	1	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	15	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	15	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	18	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	18	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	19	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	19	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	15	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	1	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	18	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	15	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	18	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	15	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	16	-25.171126899999997	-48.2998157	2015-09-26
Turdus flavipes	18	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	18	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	15	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	18	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	1	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	19	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	1	-25.171126899999997	-48.2998157	2015-09-19
Turdus flavipes	15	-25.171126899999997	-48.2998157	2015-09-20
Turdus flavipes	2	-25.5762789	-48.6491776	2015-10-10
Turdus flavipes	10	-25.490737699999997	-48.8232636	2015-10-10
Turdus flavipes	2	-25.480671700000002	-48.8278998	2015-10-18
Turdus flavipes	1	-25.525225	-49.222599	2015-10-10
Turdus flavipes	10	-25.490737699999997	-48.8232636	2015-10-10
Turdus flavipes	4	-25.60298	-49.15347	2015-11-27
Turdus flavipes	1	-25.426273100000003	-49.3080032	2015-11-23
Turdus flavipes	4	-25.60298	-49.15347	2015-11-27
Turdus flavipes	15	-25.3147399	-48.9773726	2015-11-02
Turdus flavipes	2	-25.431134600000004	-48.875797399999996	2015-11-03
Turdus flavipes	1	-25.426273100000003	-49.3080032	2015-11-23
Turdus flavipes	2	-25.866638000000002	-48.6088371	2015-11-21
Turdus flavipes	1	-25.447706	-49.321012599999996	2016-01-04
Turdus flavipes	1	-25.5927454	-49.0571511	2016-02-28
Turdus flavipes	1	-25.5927454	-49.0571511	2016-02-28
Turdus flavipes	1	-25.6245718	-49.1424594	2016-02-13
Turdus flavipes	1	-25.6245718	-49.1424594	2016-02-13
Turdus flavipes	1	-25.5927454	-49.0571511	2016-02-28
Turdus flavipes	2	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	2	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	14	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	14	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	2	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	1	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	1	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	14	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	14	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	14	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	2	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	14	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	1	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	1	-25.3372268	-48.9135518	2016-04-17
Turdus flavipes	14	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	2	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	1	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	2	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	2	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	1	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	1	-25.3372268	-48.9135518	2016-04-17
Turdus flavipes	2	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	1	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	1	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	1	-25.3372268	-48.9135518	2016-04-17
Turdus flavipes	1	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	1	-25.426273100000003	-49.3080032	2016-04-01
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-04-04
Turdus flavipes	1	-25.426273100000003	-49.3080032	2016-04-01
Turdus flavipes	1	-25.3075045	-48.6819863	2016-04-26
Turdus flavipes	14	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	14	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	14	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	2	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	1	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	2	-25.171126899999997	-48.2998157	2016-04-30
Turdus flavipes	12	-25.4627852	-48.8511801	2016-05-14
Turdus flavipes	9	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	9	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	9	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	9	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	9	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	9	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	12	-25.4627852	-48.8511801	2016-05-14
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	9	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	1	-25.542518899999997	-48.3042884	2016-05-03
Turdus flavipes	9	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	9	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	9	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-05-01
Turdus flavipes	1	-25.171126899999997	-48.2998157	2016-06-04
Turdus flavipes	1	-25.3783264	-49.284335399999996	2016-10-29
Turdus flavipes	6	-25.4627852	-48.8511801	2016-10-10
Turdus flavipes	1	-25.3372268	-48.9135518	2016-10-21
Turdus flavipes	1	-25.480671700000002	-48.8278998	2016-10-30
Turdus flavipes	3	-25.3372268	-48.9135518	2016-10-19
Turdus flavipes	1	-25.480671700000002	-48.8278998	2016-10-31
Turdus flavipes	7	-25.4237906	-48.708872799999995	2016-10-09
Turdus flavipes	7	-25.4627852	-48.8511801	2016-10-05
Turdus flavipes	1	-25.171126899999997	-48.2998157	2016-10-22
Turdus flavipes	1	-25.480671700000002	-48.8278998	2016-10-30
Turdus flavipes	15	-25.4871983	-48.772409	2016-10-22
Turdus flavipes	3	-25.6981253	-48.473181700000005	2016-10-22
Turdus flavipes	1	-25.36344	-48.87579	2016-10-19
Turdus flavipes	1	-25.4627852	-48.8511801	2016-11-10
Turdus flavipes	1	-25.464498000000003	-48.850631	2016-11-01
Turdus flavipes	1	-25.9069619	-48.5810857	2016-11-12
Turdus flavipes	1	-25.4668341	-48.686685600000004	2016-11-26
Turdus flavipes	1	-25.9069619	-48.5810857	2016-11-12
Turdus flavipes	1	-25.4627852	-48.8511801	2016-11-24
Turdus flavipes	1	-25.5881236	-48.9193726	2016-11-27
Turdus flavipes	1	-25.4627852	-48.8511801	2016-11-04
Turdus flavipes	1	-25.484409	-48.750093	2016-11-28
Turdus flavipes	1	-25.3153072	-48.708154	2016-11-18
Turdus flavipes	1	-25.4627852	-48.8511801	2016-11-15
Turdus flavipes	1	-25.420644600000003	-48.887171	2016-11-13
Turdus flavipes	1	-25.4237906	-48.708872799999995	2016-11-06
Turdus flavipes	1	-25.3620482	-49.2609177	2016-11-20
Turdus flavipes	1	-25.447665899999997	-48.8747513	2016-11-12
Turdus flavipes	1	-25.481479	-48.834228499999995	2016-11-27
Turdus flavipes	1	-25.4627852	-48.8511801	2016-11-11
Turdus flavipes	1	-25.483363100000002	-48.7918067	2016-11-12
Turdus flavipes	2	-25.5517599	-49.043560799999995	2016-11-25
Turdus flavipes	1	-25.420644600000003	-48.887171	2016-11-26
Turdus flavipes	1	-25.470514899999998	-49.712898700000004	2016-12-23
Turdus flavipes	4	-25.862803500000002	-48.9703261	2016-12-27
Turdus flavipes	1	-25.470514899999998	-49.712898700000004	2016-12-23
Turdus flavipes	20	-25.171126899999997	-48.2998157	2016-12-10
Turdus flavipes	1	-25.6482581	-49.045779700000004	2016-12-04
Turdus flavipes	1	-25.9069619	-48.5810857	2016-12-30
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-12-10
Turdus flavipes	1	-25.6482581	-49.045779700000004	2016-12-04
Turdus flavipes	2	-25.1811511	-48.29909620000001	2016-12-10
Turdus flavipes	20	-25.171126899999997	-48.2998157	2016-12-10
Turdus flavipes	20	-25.171126899999997	-48.2998157	2016-12-10
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-12-10
Turdus flavipes	1	-25.171126899999997	-48.2998157	2016-12-10
Turdus flavipes	1	-25.854253	-49.025374	2016-12-10
Turdus flavipes	1	-25.470514899999998	-49.712898700000004	2016-12-23
Turdus flavipes	1	-25.3783264	-49.284335399999996	2016-12-08
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-12-10
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-12-10
Turdus flavipes	3	-25.171126899999997	-48.2998157	2016-12-10
Turdus flavipes	3	-25.1811511	-48.29909620000001	2016-12-10
Turdus flavipes	20	-25.171126899999997	-48.2998157	2016-12-10
Turdus flavipes	15	-25.171126899999997	-48.2998157	2016-12-11
Turdus flavipes	15	-25.171126899999997	-48.2998157	2016-12-11
Turdus flavipes	1	-25.470514899999998	-49.712898700000004	2016-12-19
Turdus flavipes	1	-25.470514899999998	-49.712898700000004	2016-12-19
Turdus flavipes	15	-25.171126899999997	-48.2998157	2016-12-11
Turdus flavipes	1	-25.470514899999998	-49.712898700000004	2016-12-23
Turdus flavipes	15	-25.171126899999997	-48.2998157	2016-12-11
Turdus flavipes	14	-25.480671700000002	-48.8278998	2017-01-21
Turdus flavipes	14	-25.480671700000002	-48.8278998	2017-01-21
Turdus flavipes	1	-25.420644600000003	-48.887171	2017-01-07
Turdus flavipes	12	-25.480671700000002	-48.8278998	2017-01-22
Turdus flavipes	1	-25.480671700000002	-48.8278998	2017-01-13
Turdus flavipes	14	-25.480671700000002	-48.8278998	2017-01-21
Turdus flavipes	1	-25.4668341	-48.686685600000004	2017-01-31
Turdus flavipes	1	-25.480671700000002	-48.8278998	2017-01-13
Turdus flavipes	1	-25.6245718	-49.1424594	2017-01-11
Turdus flavipes	1	-25.420644600000003	-48.887171	2017-01-07
Turdus flavipes	12	-25.480671700000002	-48.8278998	2017-01-22
Turdus flavipes	12	-25.480671700000002	-48.8278998	2017-01-22
Turdus flavipes	14	-25.480671700000002	-48.8278998	2017-01-21
Turdus flavipes	1	-25.6245718	-49.1424594	2017-01-11
Turdus flavipes	14	-25.480671700000002	-48.8278998	2017-01-21
Turdus flavipes	1	-25.6245718	-49.1424594	2017-01-14
Turdus flavipes	1	-25.4668341	-48.686685600000004	2017-01-31
Turdus flavipes	1	-25.518122199999997	-48.5036516	2017-01-19
Turdus flavipes	1	-25.6245718	-49.1424594	2017-01-02
Turdus flavipes	1	-25.420644600000003	-48.887171	2017-01-07
Turdus flavipes	1	-25.6664395	-48.4804773	2017-01-15
Turdus flavipes	2	-25.338612	-48.89448	2017-02-01
Turdus flavipes	1	-25.518122199999997	-48.5036516	2017-02-10
Turdus flavipes	2	-25.338612	-48.89448	2017-02-01
Turdus flavipes	2	-25.6664395	-48.4804773	2017-02-05
Turdus flavipes	1	-25.585569	-48.9557219	2017-02-11
Turdus flavipes	1	-25.585569	-48.9557219	2017-02-11
Turdus flavipes	1	-25.585569	-48.9557219	2017-02-11
Turdus flavipes	1	-25.480671700000002	-48.8278998	2017-03-05
Turdus flavipes	2	-25.518122199999997	-48.5036516	2017-03-01
Turdus flavipes	1	-25.585569	-48.9557219	2017-03-19
Turdus flavipes	1	-25.585569	-48.9557219	2017-03-19
Turdus flavipes	1	-25.480671700000002	-48.8278998	2017-03-05
Turdus flavipes	1	-25.585569	-48.9557219	2017-03-19
Turdus flavipes	3	-25.955693	-49.261480999999996	2017-03-24
Turdus flavipes	1	-25.585569	-48.9557219	2017-03-19
Turdus flavipes	12	-25.955693	-49.261480999999996	2017-03-23
Turdus flavipes	1	-25.8501479	-49.0650916	2017-04-02
Turdus flavipes	1	-25.0635202	-48.8227272	2017-04-10
Turdus flavipes	1	-25.4330688	-48.7132146	2017-04-09
Turdus flavipes	1	-25.4330688	-48.7132146	2017-04-09
Turdus flavipes	1	-25.518122199999997	-48.5036516	2017-04-23
Turdus flavipes	1	-25.4330688	-48.7132146	2017-04-09
Turdus flavipes	1	-25.8501479	-49.0650916	2017-04-02
Turdus flavipes	1	-25.8501479	-49.0650916	2017-04-02
Turdus flavipes	2	-25.480671700000002	-48.8278998	2017-05-13
Turdus flavipes	1	-25.180821899999998	-48.298960799999996	2017-05-06
Turdus flavipes	1	-25.180821899999998	-48.298960799999996	2017-05-06
Turdus flavipes	5	-25.480671700000002	-48.8278998	2017-05-13
Turdus flavipes	1	-25.180821899999998	-48.298960799999996	2017-05-07
Turdus flavipes	5	-25.480671700000002	-48.8278998	2017-05-13
Turdus flavipes	1	-25.180821899999998	-48.298960799999996	2017-05-06
Turdus flavipes	1	-25.171126899999997	-48.2998157	2017-05-07
Turdus flavipes	1	-25.180821899999998	-48.298960799999996	2017-05-07
Turdus flavipes	1	-25.180821899999998	-48.298960799999996	2017-05-06
Turdus flavipes	1	-25.171126899999997	-48.2998157	2017-05-07
Turdus flavipes	1	-25.5935478	-48.559988	2017-05-27
Turdus flavipes	2	-25.480671700000002	-48.8278998	2017-05-13
Turdus flavipes	1	-25.3372268	-48.9135518	2017-05-01
Turdus flavipes	1	-25.180821899999998	-48.298960799999996	2017-05-06
Turdus flavipes	2	-25.480671700000002	-48.8278998	2017-05-13
Turdus flavipes	2	-25.480671700000002	-48.8278998	2017-05-13
Turdus flavipes	1	-25.180821899999998	-48.298960799999996	2017-05-06
Turdus flavipes	1	-25.180821899999998	-48.298960799999996	2017-05-07
Turdus flavipes	1	-25.180821899999998	-48.298960799999996	2017-05-07
Turdus flavipes	1	-25.180821899999998	-48.298960799999996	2017-05-07
Turdus flavipes	1	-25.180821899999998	-48.298960799999996	2017-05-06
Turdus flavipes	1	-25.180821899999998	-48.298960799999996	2017-05-06
Turdus flavipes	1	-25.171126899999997	-48.2998157	2017-05-06
Turdus flavipes	5	-25.480671700000002	-48.8278998	2017-05-13
Turdus flavipes	5	-25.480671700000002	-48.8278998	2017-05-13
Turdus flavipes	1	-25.5935478	-48.559988	2017-05-27
Turdus flavipes	2	-25.480671700000002	-48.8278998	2017-05-13
Turdus flavipes	1	-25.180821899999998	-48.298960799999996	2017-05-07
Turdus flavipes	1	-25.3372268	-48.9135518	2017-05-01
Turdus flavipes	5	-25.480671700000002	-48.8278998	2017-05-13
Turdus flavipes	1	-25.5935478	-48.559988	2017-06-25
Turdus flavipes	2	-25.5935478	-48.559988	2017-06-03
Turdus flavipes	2	-25.230066600000004	-48.753671600000004	2017-07-15
Turdus flavipes	2	-25.230066600000004	-48.753671600000004	2017-07-15
Turdus flavipes	1	-25.5935478	-48.559988	2017-07-17
Turdus flavipes	2	-25.230066600000004	-48.753671600000004	2017-07-15
Turdus flavipes	1	-25.6149828	-54.486587	2017-07-24
Turdus flavipes	1	-25.9379843	-48.7221518	2017-08-03
Turdus flavipes	1	-25.9379843	-48.7221518	2017-08-03
Turdus flavipes	6	-25.240519100000004	-48.757444	2017-09-16
Turdus flavipes	1	-25.518122199999997	-48.5036516	2017-09-03
Turdus flavipes	1	-25.4435985	-48.7847224	2017-09-02
Turdus flavipes	6	-25.230066600000004	-48.753671600000004	2017-09-05
Turdus flavipes	6	-25.230066600000004	-48.753671600000004	2017-09-05
Turdus flavipes	1	-25.4435985	-48.7847224	2017-09-02
Turdus flavipes	1	-25.6664395	-48.4804773	2017-09-13
Turdus flavipes	1	-25.4435985	-48.7847224	2017-09-02
Turdus flavipes	1	-25.4435985	-48.7847224	2017-09-02
Turdus flavipes	6	-25.240519100000004	-48.757444	2017-09-16
Turdus flavipes	1	-25.6981253	-48.473181700000005	2017-10-19
Turdus flavipes	1	-25.420644600000003	-48.887171	2017-10-13
Turdus flavipes	2	-25.518122199999997	-48.5036516	2017-10-22
Turdus flavipes	1	-25.0999013	-48.8116336	2017-10-14
Turdus flavipes	1	-25.480671700000002	-48.8278998	2017-10-30
Turdus flavipes	2	-25.589334	-48.815093700000006	2017-10-21
Turdus flavipes	1	-25.0999013	-48.8116336	2017-10-14
Turdus flavipes	10	-25.5881236	-48.9193726	2017-10-14
Turdus flavipes	1	-25.0999013	-48.8116336	2017-10-14
Turdus flavipes	5	-25.3372268	-48.9135518	2017-10-10
Turdus flavipes	1	-25.480671700000002	-48.8278998	2017-10-30
Turdus flavipes	1	-25.420644600000003	-48.887171	2017-10-13
Turdus flavipes	10	-25.5881236	-48.9193726	2017-10-14
Turdus flavipes	1	-25.420644600000003	-48.887171	2017-10-13
Turdus flavipes	3	-25.3372268	-48.9135518	2017-10-10
Turdus flavipes	1	-25.4718535	-49.3212369	2017-10-14
Turdus flavipes	1	-25.171126899999997	-48.2998157	2017-10-22
Turdus flavipes	1	-25.420644600000003	-48.887171	2017-10-13
Turdus flavipes	1	-25.240193100000003	-48.757925	2017-10-08
Turdus flavipes	1	-25.480671700000002	-48.8278998	2017-10-30
Turdus flavipes	1	-25.5475923	-49.2371409	2017-11-11
Turdus flavipes	6	-25.804480899999998	-48.5582161	2017-11-03
Turdus flavipes	1	-25.4330688	-48.7132146	2017-11-27
Turdus flavipes	1	-25.5475923	-49.2371409	2017-11-11
Turdus flavipes	1	-25.420644600000003	-48.887171	2017-11-08
Turdus flavipes	2	-25.480671700000002	-48.8278998	2017-11-05
Turdus flavipes	1	-25.3372268	-48.9135518	2017-11-11
Turdus flavipes	6	-25.804480899999998	-48.5582161	2017-11-03
Turdus flavipes	1	-25.3372268	-48.9135518	2017-11-11
Turdus flavipes	1	-25.5475923	-49.2371409	2017-11-11
Turdus flavipes	1	-25.5475923	-49.2371409	2017-11-11
Turdus flavipes	1	-25.6981253	-48.473181700000005	2017-11-22
Turdus flavipes	6	-25.240193100000003	-48.757925	2017-11-08
Turdus flavipes	1	-25.420644600000003	-48.887171	2017-11-08
Turdus flavipes	1	-25.4330688	-48.7132146	2017-11-27
Turdus flavipes	1	-25.240193100000003	-48.757925	2017-12-20
Turdus flavipes	1	-25.0999013	-48.8116336	2017-12-02
Turdus flavipes	1	-25.409018300000003	-49.02561	2017-12-10
Turdus flavipes	7	-25.240193100000003	-48.757925	2017-12-06
Turdus flavipes	1	-25.409018300000003	-49.02561	2017-12-10
Turdus flavipes	1	-25.4322473	-49.6475805	2017-12-19
Turdus flavipes	1	-25.4494836	-48.8882502	2017-12-03
Turdus flavipes	1	-25.4322473	-49.6475805	2017-12-19
Turdus flavipes	1	-25.409018300000003	-49.02561	2017-12-10
Turdus flavipes	1	-25.240193100000003	-48.757925	2017-12-19
Turdus flavipes	1	-25.0999013	-48.8116336	2017-12-02
Turdus flavipes	1	-25.409018300000003	-49.02561	2017-12-10
Turdus flavipes	1	-25.4322473	-49.6475805	2018-01-20
Turdus flavipes	1	-25.240193100000003	-48.757925	2018-01-10
Turdus flavipes	1	-25.4322473	-49.6475805	2018-01-20
Turdus flavipes	1	-25.3372268	-48.9135518	2018-01-29
Turdus flavipes	2	-25.240193100000003	-48.757925	2018-01-08
Turdus flavipes	1	-25.4322473	-49.6475805	2018-01-20
Turdus flavipes	2	-25.333925	-48.907727	2018-03-30
Turdus flavipes	2	-25.333925	-48.907727	2018-03-30
Turdus flavipes	1	-25.413574	-48.771539700000005	2018-05-31
Turdus flavipes	1	-25.171126899999997	-48.2998157	2018-05-05
Turdus flavipes	1	-25.171126899999997	-48.2998157	2018-05-05
Turdus flavipes	1	-25.413574	-48.771539700000005	2018-05-31
Turdus flavipes	6	-25.240519100000004	-48.757444	2018-05-10
Turdus flavipes	1	-25.240323999999998	-48.759078	2018-05-05
Turdus flavipes	1	-25.3372268	-48.9135518	2018-05-05
Turdus flavipes	1	-25.171126899999997	-48.2998157	2018-05-05
Turdus flavipes	1	-25.171126899999997	-48.2998157	2018-05-06
Turdus flavipes	1	-25.3090357	-48.9418786	2018-05-05
Turdus flavipes	3	-25.240519100000004	-48.757444	2018-05-06
Turdus flavipes	1	-25.171126899999997	-48.2998157	2018-05-05
Turdus flavipes	1	-25.171126899999997	-48.2998157	2018-05-05
Turdus flavipes	1	-25.171126899999997	-48.2998157	2018-05-05
Turdus flavipes	3	-25.240519100000004	-48.757444	2018-05-06
Turdus flavipes	1	-25.3090357	-48.9418786	2018-05-05
Turdus flavipes	1	-25.4435985	-48.7847224	2018-06-22
Turdus flavipes	1	-25.585569	-48.9557219	2018-06-24
Turdus flavipes	1	-25.4435985	-48.7847224	2018-06-22
Turdus flavipes	1	-25.585569	-48.9557219	2018-06-24
Turdus flavipes	1	-25.585569	-48.9557219	2018-06-24
Turdus flavipes	4	-25.351557	-48.886878	2018-08-23
Turdus flavipes	1	-25.271998	-48.729163	2018-08-24
Turdus flavipes	1	-25.3817049	-49.2055964	2018-08-24
